age,job,marital,education,key,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42,admin.,married,secondary,42admin.marriedsecondary,no,437,yes,no,cellular,11,aug,120,3,190,1,failure,no
62,retired,married,tertiary,62retiredmarriedtertiary,no,2557,yes,no,cellular,14,sep,211,1,216,7,success,yes
31,management,married,tertiary,31managementmarriedtertiary,no,4015,yes,no,cellular,2,feb,95,2,241,3,other,no
39,blue-collar,married,primary,39blue-collarmarriedprimary,no,467,yes,no,cellular,16,apr,232,1,335,1,failure,no
32,blue-collar,married,primary,32blue-collarmarriedprimary,no,1644,no,no,cellular,7,sep,492,3,102,5,other,yes
37,services,married,secondary,37servicesmarriedsecondary,no,393,yes,yes,cellular,13,may,95,1,357,1,failure,no
47,blue-collar,single,primary,47blue-collarsingleprimary,no,10558,yes,no,cellular,13,may,81,3,174,2,other,no
28,blue-collar,single,secondary,28blue-collarsinglesecondary,no,1285,no,no,telephone,30,jan,199,2,2,17,other,no
47,technician,married,secondary,47technicianmarriedsecondary,no,332,yes,no,cellular,2,feb,276,1,269,1,success,no
32,management,divorced,tertiary,32managementdivorcedtertiary,no,1804,yes,no,cellular,13,may,122,1,355,1,failure,no
40,blue-collar,married,secondary,40blue-collarmarriedsecondary,no,1508,no,no,cellular,10,aug,153,2,383,1,failure,no
48,blue-collar,married,secondary,48blue-collarmarriedsecondary,no,863,yes,no,telephone,4,may,412,5,350,2,success,yes
30,management,married,tertiary,30managementmarriedtertiary,no,357,yes,no,cellular,8,apr,78,2,289,2,other,no
39,blue-collar,married,secondary,39blue-collarmarriedsecondary,no,1419,yes,no,cellular,13,may,9,12,349,1,other,no
62,retired,married,tertiary,62retiredmarriedtertiary,no,4692,yes,no,cellular,13,jan,113,1,90,1,failure,no
48,services,divorced,secondary,48servicesdivorcedsecondary,no,4906,yes,no,cellular,20,nov,200,1,190,1,failure,no
77,retired,divorced,primary,77retireddivorcedprimary,no,2693,no,no,cellular,25,oct,83,2,94,12,other,no
36,entrepreneur,divorced,tertiary,36entrepreneurdivorcedtertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success,yes
48,unemployed,married,secondary,48unemployedmarriedsecondary,no,11371,yes,no,cellular,30,apr,249,1,86,3,failure,no
27,services,married,secondary,27servicesmarriedsecondary,no,199,no,no,cellular,4,feb,108,2,195,6,failure,no
33,blue-collar,married,secondary,33blue-collarmarriedsecondary,no,2254,yes,no,cellular,17,apr,130,1,148,1,failure,no
37,management,married,tertiary,37managementmarriedtertiary,no,3654,no,no,cellular,26,feb,262,1,274,2,other,no
31,blue-collar,married,primary,31blue-collarmarriedprimary,no,392,yes,no,cellular,14,may,465,2,360,1,failure,no
30,self-employed,single,tertiary,30self-employedsingletertiary,no,48,no,no,cellular,27,may,144,2,187,1,failure,no
32,management,single,tertiary,32managementsingletertiary,no,8436,yes,no,cellular,17,apr,245,1,149,2,failure,no
32,admin.,single,secondary,32admin.singlesecondary,no,626,yes,no,cellular,7,may,324,2,351,1,failure,no
31,management,single,tertiary,31managementsingletertiary,no,775,yes,no,cellular,20,apr,207,1,308,2,failure,no
24,student,single,secondary,24studentsinglesecondary,no,1123,no,no,cellular,13,jul,475,1,412,1,other,yes
31,management,single,tertiary,31managementsingletertiary,no,12857,yes,no,cellular,6,feb,158,1,92,1,success,yes
36,blue-collar,married,secondary,36blue-collarmarriedsecondary,no,975,yes,no,cellular,7,may,186,2,295,1,failure,no
43,technician,single,tertiary,43techniciansingletertiary,no,275,yes,no,telephone,14,may,151,2,360,1,other,no
42,admin.,divorced,secondary,42admin.divorcedsecondary,no,2129,no,no,cellular,13,aug,633,1,182,2,other,yes
43,blue-collar,married,secondary,43blue-collarmarriedsecondary,no,3311,yes,no,telephone,20,nov,105,2,184,3,other,no
31,blue-collar,single,primary,31blue-collarsingleprimary,no,3466,yes,no,telephone,29,jan,267,3,183,25,other,no
42,management,single,tertiary,42managementsingletertiary,no,3371,yes,yes,cellular,13,aug,284,1,92,2,failure,no
42,blue-collar,married,secondary,42blue-collarmarriedsecondary,no,429,yes,no,cellular,18,may,110,1,370,1,failure,no
35,management,divorced,tertiary,35managementdivorcedtertiary,no,2885,no,no,cellular,13,aug,199,3,43,8,other,yes
33,admin.,married,tertiary,33admin.marriedtertiary,no,882,no,no,telephone,21,oct,39,1,151,3,failure,no
46,admin.,married,tertiary,46admin.marriedtertiary,no,2552,no,no,cellular,3,sep,260,1,94,8,success,yes
55,technician,married,secondary,55technicianmarriedsecondary,no,312,no,no,cellular,6,feb,13,8,9,3,other,no
43,services,married,tertiary,43servicesmarriedtertiary,no,4216,no,no,cellular,24,dec,150,2,195,2,success,yes
29,admin.,single,secondary,29admin.singlesecondary,no,596,yes,no,cellular,18,may,172,2,346,6,failure,no
38,technician,divorced,secondary,38techniciandivorcedsecondary,no,902,yes,no,cellular,14,aug,108,1,102,4,success,no
20,student,single,secondary,20studentsinglesecondary,no,215,no,no,cellular,24,nov,325,1,95,5,success,yes
56,entrepreneur,married,secondary,56entrepreneurmarriedsecondary,no,5838,no,no,cellular,2,feb,116,2,230,2,failure,no
31,management,single,tertiary,31managementsingletertiary,no,630,no,no,cellular,4,may,95,2,91,2,failure,no
47,blue-collar,married,primary,47blue-collarmarriedprimary,no,2269,yes,no,cellular,18,may,132,1,279,2,failure,no
45,blue-collar,married,secondary,45blue-collarmarriedsecondary,no,1778,yes,no,cellular,4,feb,41,1,251,5,failure,no
47,services,married,secondary,47servicesmarriedsecondary,no,367,yes,no,cellular,12,may,309,1,306,4,success,yes
52,services,married,secondary,52servicesmarriedsecondary,no,540,yes,no,cellular,11,may,154,2,340,2,failure,no
25,student,single,secondary,25studentsinglesecondary,no,963,yes,no,telephone,14,may,230,4,301,1,failure,no
38,admin.,divorced,secondary,38admin.divorcedsecondary,no,19,yes,no,cellular,5,feb,1130,3,251,2,success,yes
53,management,married,tertiary,53managementmarriedtertiary,no,1356,yes,no,cellular,9,nov,371,2,96,4,failure,no
29,services,single,secondary,29servicessinglesecondary,no,612,no,no,cellular,5,feb,47,1,198,5,other,no
38,admin.,married,secondary,38admin.marriedsecondary,no,5270,no,no,cellular,8,oct,163,1,91,12,other,no
48,management,married,tertiary,48managementmarriedtertiary,no,1204,no,no,cellular,3,sep,116,2,760,1,other,no
42,management,married,tertiary,42managementmarriedtertiary,no,2665,yes,no,cellular,4,jun,280,2,126,11,failure,yes
24,admin.,single,secondary,24admin.singlesecondary,no,1295,no,no,cellular,22,jul,355,2,92,1,success,yes
50,admin.,single,secondary,50admin.singlesecondary,no,2040,yes,no,cellular,7,may,149,1,357,1,failure,no
41,technician,married,secondary,41technicianmarriedsecondary,no,442,yes,yes,cellular,17,apr,261,3,322,1,other,no
53,management,married,tertiary,53managementmarriedtertiary,no,1319,yes,no,cellular,16,apr,427,1,150,1,failure,no
65,retired,married,primary,65retiredmarriedprimary,no,493,no,no,cellular,16,oct,622,1,182,1,failure,no
35,management,single,tertiary,35managementsingletertiary,no,431,no,no,cellular,17,aug,343,2,397,1,failure,yes
49,admin.,single,tertiary,49admin.singletertiary,no,228,yes,no,cellular,2,jun,407,1,92,1,success,yes
43,management,single,tertiary,43managementsingletertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,yes
37,technician,married,secondary,37technicianmarriedsecondary,no,1120,yes,no,cellular,29,jan,88,3,244,5,failure,no
54,technician,married,tertiary,54technicianmarriedtertiary,no,876,no,no,cellular,27,oct,269,3,541,3,success,yes
34,student,single,tertiary,34studentsingletertiary,no,3404,yes,no,cellular,8,apr,420,1,139,5,failure,no
43,management,married,tertiary,43managementmarriedtertiary,no,1158,yes,no,telephone,12,may,236,6,342,1,other,no
38,management,single,tertiary,38managementsingletertiary,no,455,yes,no,cellular,19,feb,255,2,555,6,success,yes
44,management,single,tertiary,44managementsingletertiary,no,1090,no,no,cellular,20,oct,178,4,93,6,success,yes
35,unemployed,married,secondary,35unemployedmarriedsecondary,no,978,no,no,cellular,29,dec,1370,3,209,3,success,yes
53,technician,married,tertiary,53technicianmarriedtertiary,no,2557,no,no,cellular,29,jul,95,4,182,7,success,no
29,management,married,tertiary,29managementmarriedtertiary,no,451,no,no,cellular,4,may,54,1,96,1,failure,no
34,management,married,tertiary,34managementmarriedtertiary,no,303,yes,no,cellular,29,jan,50,1,195,2,failure,no
33,management,married,tertiary,33managementmarriedtertiary,no,22867,yes,no,cellular,10,nov,266,2,92,3,failure,yes
41,blue-collar,married,primary,41blue-collarmarriedprimary,no,13,yes,no,cellular,6,may,358,2,306,1,failure,no
34,blue-collar,married,primary,34blue-collarmarriedprimary,no,329,yes,no,cellular,17,apr,952,1,343,1,failure,yes
29,blue-collar,single,secondary,29blue-collarsinglesecondary,no,234,yes,no,cellular,8,may,139,1,345,1,other,no
23,student,single,secondary,23studentsinglesecondary,no,480,no,no,cellular,9,feb,742,2,182,1,failure,yes
30,management,single,tertiary,30managementsingletertiary,no,61,yes,no,telephone,5,may,36,7,165,5,other,no
34,technician,married,secondary,34technicianmarriedsecondary,no,4,yes,no,cellular,2,feb,105,2,263,1,failure,no
37,self-employed,married,primary,37self-employedmarriedprimary,no,90,yes,no,telephone,6,may,39,1,363,2,failure,no
35,services,married,secondary,35servicesmarriedsecondary,no,27,yes,yes,cellular,5,may,442,2,278,3,failure,no
52,management,divorced,primary,52managementdivorcedprimary,no,11,no,no,cellular,6,feb,365,1,9,1,other,no
52,entrepreneur,divorced,tertiary,52entrepreneurdivorcedtertiary,no,199,yes,yes,cellular,3,feb,373,1,236,2,failure,no
31,management,divorced,tertiary,31managementdivorcedtertiary,no,883,yes,no,cellular,5,mar,112,2,106,1,failure,yes
22,student,single,secondary,22studentsinglesecondary,no,216,no,no,cellular,6,aug,178,1,179,2,success,yes
34,management,married,tertiary,34managementmarriedtertiary,no,902,yes,no,cellular,14,may,159,1,367,2,other,no
46,entrepreneur,married,secondary,46entrepreneurmarriedsecondary,no,404,yes,no,telephone,12,may,1388,7,347,2,failure,no
39,blue-collar,single,primary,39blue-collarsingleprimary,no,581,yes,no,cellular,27,feb,233,1,270,1,other,yes
44,admin.,single,secondary,44admin.singlesecondary,no,733,yes,no,cellular,4,dec,360,2,105,5,success,yes
41,management,married,secondary,41managementmarriedsecondary,no,611,yes,no,cellular,6,feb,38,1,212,1,other,no
28,management,single,tertiary,28managementsingletertiary,no,6791,no,no,telephone,9,aug,361,1,46,35,failure,no
52,management,married,tertiary,52managementmarriedtertiary,no,193,no,no,cellular,30,apr,381,1,269,1,failure,yes
52,admin.,divorced,secondary,52admin.divorcedsecondary,no,3029,yes,yes,cellular,12,may,65,2,285,2,failure,no
40,blue-collar,married,secondary,40blue-collarmarriedsecondary,no,750,yes,yes,cellular,16,apr,340,1,281,1,failure,no
38,admin.,married,secondary,38admin.marriedsecondary,no,11303,no,no,cellular,28,dec,473,2,216,2,failure,yes
32,technician,married,secondary,32technicianmarriedsecondary,no,3271,no,no,cellular,12,feb,375,1,374,1,other,yes
25,retired,single,secondary,25retiredsinglesecondary,no,366,no,yes,cellular,15,may,102,2,364,2,failure,no
79,retired,married,secondary,79retiredmarriedsecondary,no,723,no,no,telephone,9,sep,276,1,79,3,failure,yes
31,blue-collar,married,secondary,31blue-collarmarriedsecondary,no,3653,yes,yes,cellular,21,nov,252,1,168,4,failure,no
31,technician,married,tertiary,31technicianmarriedtertiary,no,702,no,yes,cellular,29,jan,157,3,182,29,failure,no
54,admin.,divorced,secondary,54admin.divorcedsecondary,no,1693,no,no,cellular,30,apr,1277,1,87,2,other,yes
49,blue-collar,married,secondary,49blue-collarmarriedsecondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure,yes
47,unemployed,married,secondary,47unemployedmarriedsecondary,no,926,no,no,cellular,14,aug,436,1,403,5,success,yes
32,blue-collar,married,primary,32blue-collarmarriedprimary,no,2198,no,no,cellular,15,may,463,1,175,4,failure,no
32,management,single,tertiary,32managementsingletertiary,no,12607,no,no,cellular,14,aug,203,5,84,1,failure,no
47,housemaid,married,secondary,47housemaidmarriedsecondary,no,3940,yes,no,cellular,30,apr,211,1,87,1,other,no
27,self-employed,single,tertiary,27self-employedsingletertiary,no,1393,no,no,cellular,31,mar,382,1,271,1,failure,no
40,blue-collar,married,primary,40blue-collarmarriedprimary,no,2133,yes,yes,cellular,6,apr,377,3,325,1,failure,no
39,technician,married,secondary,39technicianmarriedsecondary,no,508,yes,no,cellular,2,apr,598,2,135,5,failure,no
26,blue-collar,single,primary,26blue-collarsingleprimary,no,52,yes,no,cellular,20,apr,271,1,300,2,success,no
54,retired,married,secondary,54retiredmarriedsecondary,no,1004,yes,no,cellular,1,apr,479,1,307,1,failure,no
30,management,married,tertiary,30managementmarriedtertiary,no,8089,yes,no,cellular,18,mar,232,2,294,2,failure,yes
31,services,single,tertiary,31servicessingletertiary,no,620,no,no,cellular,30,apr,214,1,87,1,failure,no
60,retired,single,tertiary,60retiredsingletertiary,no,305,yes,no,cellular,3,feb,137,5,211,3,other,no
49,technician,married,secondary,49technicianmarriedsecondary,no,3466,yes,no,cellular,25,aug,161,3,410,2,success,no
52,blue-collar,married,secondary,52blue-collarmarriedsecondary,no,955,no,yes,cellular,17,jun,301,2,134,4,success,yes
33,blue-collar,married,secondary,33blue-collarmarriedsecondary,no,139,yes,yes,cellular,18,may,732,2,291,5,failure,yes
39,admin.,married,secondary,39admin.marriedsecondary,no,47,yes,no,cellular,16,aug,143,2,371,6,failure,no
30,blue-collar,single,secondary,30blue-collarsinglesecondary,no,144,yes,no,cellular,5,feb,259,1,260,3,failure,no
42,management,married,primary,42managementmarriedprimary,no,5310,yes,no,cellular,22,may,545,2,186,1,success,yes
29,admin.,single,tertiary,29admin.singletertiary,no,261,no,no,cellular,4,jun,66,1,79,19,failure,no
50,management,married,tertiary,50managementmarriedtertiary,no,2809,yes,no,cellular,13,may,200,2,259,9,failure,no
32,management,single,tertiary,32managementsingletertiary,no,2360,no,no,cellular,4,may,11,4,90,7,success,no
46,management,single,secondary,46managementsinglesecondary,no,5993,no,no,cellular,22,sep,159,1,112,1,failure,no
59,technician,married,secondary,59technicianmarriedsecondary,no,1,no,no,cellular,14,oct,585,1,182,5,success,yes
50,management,married,tertiary,50managementmarriedtertiary,no,5969,no,no,cellular,25,jan,455,1,544,2,failure,yes
31,management,married,tertiary,31managementmarriedtertiary,no,732,yes,no,cellular,29,jan,542,1,241,1,failure,no
38,technician,married,secondary,38technicianmarriedsecondary,no,10596,no,no,cellular,19,aug,195,1,197,4,other,yes
30,technician,single,tertiary,30techniciansingletertiary,no,3,yes,no,cellular,6,may,45,2,169,2,failure,no
30,technician,married,secondary,30technicianmarriedsecondary,no,274,yes,yes,cellular,21,nov,105,5,102,2,failure,no
32,admin.,single,secondary,32admin.singlesecondary,no,12,yes,no,cellular,5,may,242,1,365,2,failure,no
34,blue-collar,married,primary,34blue-collarmarriedprimary,no,3868,yes,no,cellular,18,may,134,1,350,1,failure,no
54,blue-collar,married,secondary,54blue-collarmarriedsecondary,no,285,yes,yes,telephone,30,jan,63,1,2,5,other,no
40,entrepreneur,married,secondary,40entrepreneurmarriedsecondary,no,285,no,no,cellular,18,may,261,1,178,1,failure,no
63,management,married,tertiary,63managementmarriedtertiary,no,5112,no,no,telephone,13,nov,2184,2,95,3,failure,yes
34,blue-collar,single,primary,34blue-collarsingleprimary,no,18,no,no,cellular,18,may,324,4,360,3,other,no
39,technician,married,secondary,39technicianmarriedsecondary,no,1587,yes,no,cellular,8,sep,108,2,98,3,success,yes
37,technician,married,tertiary,37technicianmarriedtertiary,no,88,no,no,cellular,6,may,195,1,90,3,other,yes
47,management,married,tertiary,47managementmarriedtertiary,no,3663,no,no,cellular,29,oct,424,2,213,3,success,yes
56,services,divorced,secondary,56servicesdivorcedsecondary,no,141,yes,no,cellular,11,may,63,2,370,2,failure,no
45,technician,married,secondary,45technicianmarriedsecondary,no,497,yes,no,cellular,20,apr,72,1,321,2,failure,no
44,self-employed,single,tertiary,44self-employedsingletertiary,no,18558,yes,no,cellular,20,nov,51,1,190,4,other,no
35,unemployed,married,secondary,35unemployedmarriedsecondary,no,977,yes,no,cellular,4,may,52,4,91,1,other,no
45,management,single,tertiary,45managementsingletertiary,no,1411,no,no,cellular,7,sep,800,2,102,3,failure,yes
32,technician,single,tertiary,32techniciansingletertiary,no,1246,yes,no,cellular,30,apr,509,1,85,2,success,yes
34,management,married,tertiary,34managementmarriedtertiary,no,158,no,no,cellular,9,mar,212,3,181,6,success,yes
52,management,married,tertiary,52managementmarriedtertiary,no,1392,no,no,cellular,28,jan,1121,2,205,3,failure,no
58,blue-collar,married,secondary,58blue-collarmarriedsecondary,no,1859,yes,no,cellular,18,may,277,2,264,5,failure,no
52,blue-collar,married,secondary,52blue-collarmarriedsecondary,no,1797,yes,no,cellular,27,nov,92,2,99,1,failure,no
38,services,married,secondary,38servicesmarriedsecondary,no,741,yes,no,cellular,11,may,363,1,343,2,failure,no
38,management,married,tertiary,38managementmarriedtertiary,no,1354,yes,no,cellular,8,jun,127,3,130,2,failure,no
25,student,single,secondary,25studentsinglesecondary,no,3713,no,no,cellular,24,may,323,2,353,3,other,yes
53,technician,divorced,secondary,53techniciandivorcedsecondary,no,173,no,yes,cellular,21,nov,412,2,143,1,failure,no
34,services,single,secondary,34servicessinglesecondary,no,194,yes,yes,cellular,15,apr,149,1,268,2,other,no
45,blue-collar,married,primary,45blue-collarmarriedprimary,no,1265,yes,no,cellular,11,may,40,8,299,1,success,no
24,student,single,secondary,24studentsinglesecondary,no,4126,no,no,cellular,5,apr,907,4,185,7,failure,yes
59,technician,married,secondary,59technicianmarriedsecondary,no,7766,yes,no,cellular,25,feb,1422,1,461,1,failure,yes
38,entrepreneur,single,secondary,38entrepreneursinglesecondary,no,2543,no,no,cellular,10,aug,223,1,414,4,failure,yes
31,management,single,tertiary,31managementsingletertiary,no,2592,no,no,cellular,12,may,349,2,174,1,failure,no
42,entrepreneur,married,secondary,42entrepreneurmarriedsecondary,no,707,no,no,cellular,1,jun,233,1,348,1,success,no
66,retired,married,primary,66retiredmarriedprimary,no,1004,no,no,cellular,28,apr,154,1,182,1,success,no
32,technician,married,secondary,32technicianmarriedsecondary,no,367,yes,no,cellular,11,may,214,2,276,3,failure,no
31,admin.,married,secondary,31admin.marriedsecondary,no,368,yes,no,cellular,5,may,414,5,361,3,other,no
38,unemployed,married,tertiary,38unemployedmarriedtertiary,no,2812,yes,no,cellular,3,nov,322,1,187,1,success,no
37,blue-collar,married,primary,37blue-collarmarriedprimary,no,37,yes,no,cellular,13,may,24,2,362,1,other,no
29,technician,single,secondary,29techniciansinglesecondary,no,5763,no,yes,cellular,5,jun,271,2,92,2,success,no
45,housemaid,married,secondary,45housemaidmarriedsecondary,no,360,no,no,cellular,4,may,113,1,182,1,success,no
37,services,married,secondary,37servicesmarriedsecondary,no,3429,yes,yes,cellular,8,may,151,4,171,11,other,no
41,blue-collar,married,secondary,41blue-collarmarriedsecondary,no,580,yes,no,cellular,14,may,874,1,363,1,failure,yes
46,housemaid,married,primary,46housemaidmarriedprimary,no,3512,no,no,cellular,30,oct,175,1,197,1,failure,yes
31,technician,married,tertiary,31technicianmarriedtertiary,no,1990,yes,yes,cellular,17,apr,316,2,339,1,other,no
35,technician,single,tertiary,35techniciansingletertiary,no,670,no,no,cellular,13,apr,278,4,182,2,success,yes
29,management,single,tertiary,29managementsingletertiary,no,91,no,no,cellular,30,apr,99,1,274,4,other,no
31,management,single,tertiary,31managementsingletertiary,no,1724,yes,no,telephone,29,jan,152,2,254,1,failure,no
31,management,married,tertiary,31managementmarriedtertiary,no,527,yes,yes,cellular,15,may,98,2,359,1,failure,no
38,blue-collar,single,primary,38blue-collarsingleprimary,no,12130,yes,no,cellular,12,may,455,2,328,13,failure,no
34,management,married,tertiary,34managementmarriedtertiary,no,436,yes,no,cellular,17,apr,28,1,345,1,failure,no
30,management,married,tertiary,30managementmarriedtertiary,no,27,yes,no,cellular,12,jun,175,2,319,2,other,no
32,management,single,tertiary,32managementsingletertiary,no,12569,no,no,cellular,1,jul,561,2,295,2,success,yes
34,management,married,tertiary,34managementmarriedtertiary,no,1036,yes,no,cellular,2,mar,78,4,103,7,failure,no
34,technician,single,secondary,34techniciansinglesecondary,no,2660,yes,no,cellular,15,apr,158,2,329,1,failure,no
60,technician,married,primary,60technicianmarriedprimary,no,4243,yes,no,cellular,4,feb,387,1,251,1,failure,no
27,management,single,tertiary,27managementsingletertiary,no,6791,no,no,telephone,22,mar,174,2,229,28,success,no
50,admin.,married,secondary,50admin.marriedsecondary,no,3608,yes,no,cellular,13,nov,176,2,197,2,success,yes
55,retired,divorced,secondary,55retireddivorcedsecondary,no,13,yes,no,cellular,11,may,190,1,300,2,failure,no
33,housemaid,married,tertiary,33housemaidmarriedtertiary,no,10,yes,no,cellular,20,apr,129,1,322,2,failure,no
32,technician,married,secondary,32technicianmarriedsecondary,no,344,yes,no,cellular,9,apr,68,3,140,2,failure,no
47,technician,married,secondary,47technicianmarriedsecondary,no,487,no,no,cellular,28,jan,218,2,177,1,failure,no
52,technician,married,tertiary,52technicianmarriedtertiary,no,2557,no,no,cellular,8,jul,340,1,156,1,other,yes
49,blue-collar,married,primary,49blue-collarmarriedprimary,no,490,yes,no,telephone,18,may,19,5,364,2,failure,no
29,student,single,secondary,29studentsinglesecondary,no,314,no,no,cellular,13,aug,485,3,105,1,success,no
37,admin.,single,secondary,37admin.singlesecondary,no,115,no,no,cellular,4,feb,187,1,83,9,failure,no
47,technician,married,secondary,47technicianmarriedsecondary,no,536,yes,no,cellular,18,may,778,2,336,2,success,no
43,technician,married,tertiary,43technicianmarriedtertiary,no,591,yes,no,cellular,12,may,123,4,277,2,failure,no
53,blue-collar,married,secondary,53blue-collarmarriedsecondary,no,1027,no,no,cellular,21,nov,102,1,121,1,failure,no
25,management,single,tertiary,25managementsingletertiary,no,219,no,no,cellular,4,aug,576,1,96,1,success,yes
37,blue-collar,married,secondary,37blue-collarmarriedsecondary,no,561,yes,no,cellular,14,may,632,1,339,2,failure,no
44,admin.,divorced,secondary,44admin.divorcedsecondary,no,738,yes,no,cellular,11,may,55,1,171,8,failure,no
43,technician,married,secondary,43technicianmarriedsecondary,no,4945,yes,no,cellular,3,sep,219,3,185,2,success,yes
59,self-employed,married,tertiary,59self-employedmarriedtertiary,no,185,no,no,cellular,22,jun,177,5,138,1,failure,no
50,entrepreneur,married,tertiary,50entrepreneurmarriedtertiary,no,388,yes,no,cellular,11,may,258,4,329,2,failure,no
43,blue-collar,married,primary,43blue-collarmarriedprimary,no,555,yes,no,cellular,12,may,175,2,369,2,failure,no
38,technician,married,secondary,38technicianmarriedsecondary,no,5115,yes,no,cellular,27,feb,99,1,102,6,success,yes
35,management,married,tertiary,35managementmarriedtertiary,no,76,no,no,cellular,5,may,283,1,362,9,failure,no
57,retired,married,primary,57retiredmarriedprimary,no,9367,no,no,cellular,11,feb,981,1,90,6,success,yes
38,management,married,tertiary,38managementmarriedtertiary,no,76,yes,no,cellular,20,apr,167,2,287,3,failure,no
46,technician,married,tertiary,46technicianmarriedtertiary,no,157,no,no,cellular,5,feb,120,2,224,1,failure,no
32,admin.,single,secondary,32admin.singlesecondary,no,92,yes,no,cellular,18,may,110,1,315,2,failure,no
45,admin.,married,secondary,45admin.marriedsecondary,no,72,yes,yes,cellular,15,may,262,2,352,2,failure,no
36,technician,single,tertiary,36techniciansingletertiary,no,391,yes,no,cellular,15,may,185,1,350,8,failure,no
38,unemployed,single,secondary,38unemployedsinglesecondary,no,1354,yes,no,cellular,13,may,364,2,343,4,failure,no
50,blue-collar,married,secondary,50blue-collarmarriedsecondary,no,825,yes,no,cellular,16,apr,18,3,273,1,failure,no
30,technician,single,tertiary,30techniciansingletertiary,no,411,no,no,cellular,22,oct,127,3,149,2,failure,yes
30,unemployed,divorced,tertiary,30unemployeddivorcedtertiary,no,1718,yes,no,cellular,21,nov,73,4,126,2,failure,no
55,admin.,married,secondary,55admin.marriedsecondary,no,865,yes,no,cellular,17,apr,85,1,151,1,failure,no
39,blue-collar,married,primary,39blue-collarmarriedprimary,no,8637,yes,no,telephone,20,apr,78,1,313,1,failure,no
31,admin.,married,secondary,31admin.marriedsecondary,no,873,yes,no,cellular,3,jul,147,2,233,4,failure,no
60,retired,married,secondary,60retiredmarriedsecondary,no,975,no,no,cellular,16,sep,303,1,792,1,failure,yes
39,blue-collar,married,secondary,39blue-collarmarriedsecondary,no,660,yes,yes,cellular,7,may,93,4,168,3,failure,no
23,admin.,single,tertiary,23admin.singletertiary,no,897,yes,no,cellular,8,feb,190,2,280,8,failure,yes
56,services,divorced,secondary,56servicesdivorcedsecondary,no,72,yes,yes,cellular,7,may,263,1,357,4,failure,no
26,admin.,single,secondary,26admin.singlesecondary,no,338,no,no,cellular,29,jan,245,1,92,3,success,no
29,blue-collar,married,primary,29blue-collarmarriedprimary,no,79,yes,no,cellular,18,may,27,4,356,2,failure,no
40,blue-collar,married,secondary,40blue-collarmarriedsecondary,no,123,yes,no,cellular,2,feb,247,1,241,3,failure,no
40,services,married,secondary,40servicesmarriedsecondary,no,10406,no,no,cellular,21,nov,348,2,127,4,other,no
33,admin.,married,tertiary,33admin.marriedtertiary,no,79,yes,no,cellular,5,may,389,1,195,4,success,yes
47,management,married,tertiary,47managementmarriedtertiary,no,4693,no,yes,cellular,12,nov,89,1,97,3,success,yes
40,housemaid,single,primary,40housemaidsingleprimary,no,109,yes,no,cellular,8,may,308,1,367,3,failure,no
27,admin.,single,secondary,27admin.singlesecondary,no,4590,yes,no,cellular,10,nov,131,4,89,3,failure,yes
54,admin.,married,secondary,54admin.marriedsecondary,no,426,yes,no,cellular,17,apr,74,2,323,1,failure,no
33,technician,married,secondary,33technicianmarriedsecondary,no,133,no,no,cellular,12,nov,627,2,192,1,success,yes
45,self-employed,married,secondary,45self-employedmarriedsecondary,no,830,no,no,cellular,19,nov,180,1,111,2,failure,no
36,management,married,tertiary,36managementmarriedtertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success,yes
29,technician,single,secondary,29techniciansinglesecondary,no,113,no,no,cellular,16,aug,159,2,185,6,success,no
58,management,married,tertiary,58managementmarriedtertiary,no,1016,no,no,telephone,11,mar,78,2,91,1,failure,no
40,admin.,married,secondary,40admin.marriedsecondary,no,2591,yes,yes,cellular,7,apr,389,1,266,2,other,no
41,self-employed,married,tertiary,41self-employedmarriedtertiary,no,6000,yes,no,cellular,15,may,217,6,178,1,failure,no
46,entrepreneur,married,secondary,46entrepreneurmarriedsecondary,no,245,yes,no,cellular,8,may,78,1,359,3,failure,no
38,management,married,tertiary,38managementmarriedtertiary,no,1198,yes,no,cellular,3,sep,91,3,213,1,failure,no
39,technician,married,secondary,39technicianmarriedsecondary,no,2266,no,no,cellular,22,may,86,1,93,4,success,no
31,admin.,married,secondary,31admin.marriedsecondary,no,8781,yes,no,cellular,14,may,680,1,177,1,success,yes
28,blue-collar,single,secondary,28blue-collarsinglesecondary,no,517,no,yes,cellular,6,feb,91,3,213,1,success,no
31,management,single,tertiary,31managementsingletertiary,no,725,yes,no,cellular,28,jul,211,1,92,2,failure,no
38,unemployed,married,primary,38unemployedmarriedprimary,no,7005,yes,no,cellular,25,jan,696,1,202,2,success,yes
56,blue-collar,divorced,primary,56blue-collardivorcedprimary,no,12,no,no,cellular,20,nov,282,2,135,1,failure,no
35,blue-collar,married,secondary,35blue-collarmarriedsecondary,no,528,yes,no,cellular,17,apr,61,1,331,1,failure,no
46,blue-collar,divorced,secondary,46blue-collardivorcedsecondary,no,168,yes,no,cellular,20,apr,255,1,336,4,other,no
36,services,divorced,secondary,36servicesdivorcedsecondary,no,543,yes,no,cellular,17,apr,101,1,269,2,failure,no
