,age,job,marital,education,key,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1091,41,unemployed,1,1,41unemployedmarriedsecondary,no,1077,1,1,0,9,dec,207,3,387,2,0,1
1092,33,management,2,2,33managementdivorcedtertiary,no,219,1,0,1,13,may,93,1,301,1,0,0
1093,23,student,0,1,23studentsinglesecondary,no,2412,1,0,1,11,may,239,5,367,2,0,0
1094,36,technician,0,1,36techniciansinglesecondary,no,103,1,0,1,5,may,122,2,344,2,0,0
1095,47,admin.,1,1,47admin.marriedsecondary,no,70,1,0,1,5,apr,144,4,374,2,1,1
1096,44,management,2,2,44managementdivorcedtertiary,no,2367,0,0,1,22,sep,263,1,184,6,1,1
1097,30,management,0,2,30managementsingletertiary,no,5359,0,0,1,27,may,119,1,98,1,1,1
1098,33,admin.,0,1,33admin.singlesecondary,no,13,1,0,1,29,jan,111,1,247,2,0,0
1099,33,blue-collar,1,0,33blue-collarmarriedprimary,no,289,1,0,1,6,may,309,1,363,4,0,0
1100,60,technician,1,1,60technicianmarriedsecondary,no,259,0,0,1,6,jul,396,1,386,2,1,1
1101,31,technician,0,2,31techniciansingletertiary,no,2530,1,0,1,16,apr,60,1,342,1,0,0
1102,35,services,0,1,35servicessinglesecondary,no,3816,0,0,1,13,jan,331,2,195,1,2,0
1103,33,management,0,2,33managementsingletertiary,no,7419,1,0,1,15,may,21,8,331,29,0,0
1104,75,retired,1,0,75retiredmarriedprimary,no,1413,0,0,1,1,sep,532,2,188,2,1,1
1105,58,management,1,2,58managementmarriedtertiary,no,1394,0,0,1,17,aug,628,1,83,1,2,0
1106,34,technician,1,1,34technicianmarriedsecondary,no,883,0,0,0,3,feb,166,2,173,3,0,0
1107,56,management,1,0,56managementmarriedprimary,no,870,0,0,1,14,may,220,1,179,1,1,1
1108,51,entrepreneur,1,0,51entrepreneurmarriedprimary,no,1443,0,0,1,26,may,574,1,97,10,1,0
1109,50,admin.,2,1,50admin.divorcedsecondary,no,124,1,1,1,14,may,367,2,289,19,0,0
1110,35,blue-collar,1,1,35blue-collarmarriedsecondary,no,86,0,0,1,19,nov,127,1,111,2,0,0
1111,56,admin.,2,1,56admin.divorcedsecondary,no,1693,0,0,1,26,oct,238,4,442,4,0,1
1112,33,technician,1,2,33technicianmarriedtertiary,no,525,1,1,1,30,jan,499,1,247,1,0,0
1113,26,admin.,1,1,26admin.marriedsecondary,no,354,1,0,1,8,may,282,5,347,5,2,0
1114,64,retired,1,1,64retiredmarriedsecondary,no,1612,0,0,1,18,may,336,1,89,5,0,1
1115,29,admin.,1,2,29admin.marriedtertiary,no,238,0,0,1,11,aug,97,1,78,3,1,0
1116,32,management,0,2,32managementsingletertiary,no,6248,1,0,1,15,may,64,3,371,2,0,0
1117,36,blue-collar,1,1,36blue-collarmarriedsecondary,no,325,0,0,1,14,apr,119,2,337,2,0,0
1118,33,student,1,1,33studentmarriedsecondary,no,1536,0,0,1,6,aug,258,2,178,4,1,1
1119,28,blue-collar,0,0,28blue-collarsingleprimary,no,54,1,0,1,14,may,533,1,371,1,2,1
1120,29,technician,0,1,29techniciansinglesecondary,no,590,0,0,1,27,aug,81,1,94,1,1,1
1121,46,technician,1,1,46technicianmarriedsecondary,no,6993,1,0,1,17,apr,326,3,148,1,1,0
1122,50,blue-collar,1,0,50blue-collarmarriedprimary,no,3764,0,0,0,9,sep,214,2,99,4,0,1
1123,56,admin.,1,1,56admin.marriedsecondary,no,602,0,0,1,14,jun,458,1,130,8,1,1
1125,64,retired,2,1,64retireddivorcedsecondary,no,4833,0,0,1,20,oct,621,1,181,3,0,1
1126,35,blue-collar,0,1,35blue-collarsinglesecondary,no,855,1,0,1,12,may,549,1,300,1,1,1
1127,33,technician,1,1,33technicianmarriedsecondary,no,180,0,0,1,4,aug,561,1,435,3,0,1
1128,34,services,0,2,34servicessingletertiary,no,88,0,0,1,5,jun,206,1,99,1,0,0
1129,27,blue-collar,1,1,27blue-collarmarriedsecondary,no,245,1,0,1,5,feb,7,7,255,11,0,0
1130,33,technician,1,1,33technicianmarriedsecondary,no,1026,0,0,1,3,aug,326,2,340,3,0,0
1131,46,management,1,2,46managementmarriedtertiary,no,349,0,0,1,15,feb,295,2,616,1,0,1
1132,58,management,2,2,58managementdivorcedtertiary,no,50,1,0,1,21,nov,675,4,171,4,0,0
1133,32,admin.,2,2,32admin.divorcedtertiary,no,146,1,0,1,12,may,69,1,361,1,0,0
1134,44,technician,0,1,44techniciansinglesecondary,no,140,1,0,1,8,may,324,2,268,2,0,0
1135,30,admin.,1,1,30admin.marriedsecondary,no,373,1,0,1,30,jan,353,2,228,4,2,0
1136,31,self-employed,1,1,31self-employedmarriedsecondary,no,131,1,0,1,13,may,294,1,370,1,0,0
1137,36,management,0,2,36managementsingletertiary,no,4788,1,0,1,16,apr,241,2,317,1,0,0
1138,34,management,1,2,34managementmarriedtertiary,no,3301,1,0,1,17,jun,485,2,227,4,0,1
1140,48,unemployed,1,1,48unemployedmarriedsecondary,no,3287,1,1,1,20,apr,242,2,307,1,0,0
1141,44,admin.,0,1,44admin.singlesecondary,no,1534,0,0,1,10,nov,95,1,95,3,1,1
1143,33,blue-collar,1,1,33blue-collarmarriedsecondary,no,26,1,0,1,17,apr,342,3,332,1,2,0
1144,66,housemaid,1,0,66housemaidmarriedprimary,no,922,0,0,0,2,nov,83,4,101,4,2,0
1145,36,technician,2,1,36techniciandivorcedsecondary,no,1451,1,0,1,23,jul,192,4,93,17,2,1
1146,53,admin.,1,1,53admin.marriedsecondary,no,1796,0,0,0,15,dec,476,1,193,1,0,1
1147,83,retired,1,2,83retiredmarriedtertiary,no,6236,0,0,1,12,oct,766,1,62,3,0,0
1148,41,services,1,1,41servicesmarriedsecondary,no,6687,1,0,1,21,nov,41,2,123,3,0,0
1149,46,blue-collar,1,1,46blue-collarmarriedsecondary,no,4855,1,0,1,10,aug,1529,1,397,1,0,0
1150,44,management,2,2,44managementdivorcedtertiary,no,388,1,0,0,13,may,246,2,370,2,1,0
1151,34,management,1,2,34managementmarriedtertiary,no,1047,0,0,1,3,jun,342,1,90,7,2,0
1152,28,student,0,1,28studentsinglesecondary,no,970,0,0,1,8,nov,137,1,96,1,0,0
1153,45,management,1,1,45managementmarriedsecondary,no,672,1,0,0,28,jan,227,3,187,1,2,0
1154,29,blue-collar,0,1,29blue-collarsinglesecondary,no,314,1,0,1,9,apr,161,1,316,2,2,0
1155,37,technician,1,1,37technicianmarriedsecondary,no,5902,1,0,1,19,nov,191,1,180,4,0,0
1156,35,blue-collar,1,1,35blue-collarmarriedsecondary,no,563,0,1,1,4,jun,147,1,119,3,0,1
1159,32,admin.,1,1,32admin.marriedsecondary,no,752,1,0,1,6,may,519,2,166,5,0,1
1160,51,blue-collar,1,0,51blue-collarmarriedprimary,no,354,1,0,1,14,may,276,2,344,1,2,0
1161,41,blue-collar,1,1,41blue-collarmarriedsecondary,no,72,1,0,1,4,may,130,3,312,3,0,0
1162,43,management,1,2,43managementmarriedtertiary,no,2987,0,0,1,4,jun,156,1,85,3,0,1
1163,52,admin.,1,1,52admin.marriedsecondary,no,979,1,0,1,16,apr,156,1,336,1,2,0
1164,30,management,1,2,30managementmarriedtertiary,no,168,1,0,1,18,may,229,2,355,1,0,0
1166,29,technician,1,1,29technicianmarriedsecondary,no,1599,1,0,1,1,feb,200,2,96,3,0,0
1167,42,management,1,2,42managementmarriedtertiary,no,1205,0,0,0,15,mar,129,1,188,2,1,0
1169,45,housemaid,2,0,45housemaiddivorcedprimary,no,221,0,0,1,2,feb,93,1,235,1,0,0
1170,36,management,1,1,36managementmarriedsecondary,no,339,1,0,1,12,may,279,1,354,1,0,0
1171,52,admin.,1,0,52admin.marriedprimary,no,576,1,0,1,5,may,139,1,286,1,0,0
1172,35,technician,1,1,35technicianmarriedsecondary,no,481,1,1,0,28,jan,141,4,164,1,2,0
1173,51,management,1,2,51managementmarriedtertiary,no,1854,1,1,1,7,may,166,3,338,2,0,0
1175,45,admin.,2,1,45admin.divorcedsecondary,no,2353,1,0,1,5,mar,182,1,107,2,2,1
1176,42,services,1,1,42servicesmarriedsecondary,no,1376,1,0,1,2,jun,271,2,92,4,1,1
1177,47,admin.,0,1,47admin.singlesecondary,no,3696,0,0,1,12,jul,250,2,181,4,1,1
1178,25,admin.,0,1,25admin.singlesecondary,no,1871,0,0,1,8,sep,260,1,96,1,1,1
1180,34,admin.,1,2,34admin.marriedtertiary,no,21,0,1,1,2,jun,269,1,92,2,0,0
1181,35,management,1,2,35managementmarriedtertiary,no,1906,1,0,1,16,apr,102,1,148,5,2,0
1182,54,management,2,2,54managementdivorcedtertiary,no,496,0,0,1,2,jun,161,1,140,3,1,0
1183,44,self-employed,2,2,44self-employeddivorcedtertiary,no,1070,1,0,1,30,apr,381,1,160,2,2,1
1184,41,management,1,2,41managementmarriedtertiary,no,30,1,0,1,15,may,101,4,291,6,0,0
1185,36,admin.,2,1,36admin.divorcedsecondary,no,1089,1,0,0,13,may,83,5,175,4,2,0
1186,44,self-employed,1,0,44self-employedmarriedprimary,no,414,1,0,1,4,feb,138,1,272,2,2,0
1187,35,technician,1,1,35technicianmarriedsecondary,no,712,1,1,1,13,may,255,2,264,5,0,0
1188,41,retired,0,0,41retiredsingleprimary,no,2579,0,0,1,27,jul,235,1,287,1,0,0
1189,41,management,1,2,41managementmarriedtertiary,no,254,0,0,1,9,jun,183,2,294,2,0,1
1190,70,retired,1,0,70retiredmarriedprimary,no,579,0,0,1,11,feb,82,2,181,1,0,0
1191,28,blue-collar,1,1,28blue-collarmarriedsecondary,no,61,1,0,1,4,may,226,2,319,1,1,1
1192,64,retired,1,0,64retiredmarriedprimary,no,445,0,0,1,26,oct,338,3,186,1,2,0
1193,43,blue-collar,1,0,43blue-collarmarriedprimary,no,3917,0,0,1,3,jun,725,2,93,1,1,1
1194,38,blue-collar,0,1,38blue-collarsinglesecondary,no,2032,1,0,1,5,may,87,4,349,2,0,0
1195,42,admin.,0,1,42admin.singlesecondary,no,684,0,0,1,7,dec,163,1,186,1,1,0
1196,47,management,1,2,47managementmarriedtertiary,no,2351,0,0,1,2,jun,163,2,84,1,1,1
1197,31,self-employed,0,2,31self-employedsingletertiary,no,253,1,0,1,7,may,157,1,349,4,0,0
1198,26,admin.,0,1,26admin.singlesecondary,no,255,0,0,1,14,aug,209,2,106,2,1,1
1199,38,blue-collar,0,1,38blue-collarsinglesecondary,no,328,1,0,1,11,may,776,4,349,1,2,0
1200,34,blue-collar,2,1,34blue-collardivorcedsecondary,no,176,1,0,1,15,may,67,1,368,5,0,0
1201,38,blue-collar,1,1,38blue-collarmarriedsecondary,no,789,1,0,1,20,nov,120,4,196,1,2,0
1202,54,management,1,2,54managementmarriedtertiary,no,511,0,0,1,22,may,264,2,94,3,0,0
1204,64,retired,1,1,64retiredmarriedsecondary,no,4787,0,0,1,28,apr,392,1,182,1,1,1
1205,29,student,0,1,29studentsinglesecondary,no,67,0,0,1,23,feb,211,1,187,5,1,1
1206,31,management,0,2,31managementsingletertiary,no,4319,1,0,1,29,mar,515,2,334,5,0,0
1207,45,management,1,2,45managementmarriedtertiary,no,226,1,0,1,15,feb,91,4,185,6,1,1
1208,32,services,1,1,32servicesmarriedsecondary,no,1844,1,1,1,3,feb,158,4,201,6,0,0
1209,42,technician,0,1,42techniciansinglesecondary,no,568,1,0,1,6,may,311,2,341,2,0,0
1210,62,blue-collar,1,1,62blue-collarmarriedsecondary,no,272,0,0,1,11,nov,289,1,92,3,1,1
1211,29,technician,0,1,29techniciansinglesecondary,no,674,0,0,1,30,apr,483,1,13,5,1,1
1212,27,admin.,0,2,27admin.singletertiary,no,313,0,1,1,3,sep,167,1,93,3,1,0
1213,31,management,0,2,31managementsingletertiary,no,3384,0,0,1,22,mar,247,3,187,3,1,1
1214,66,retired,1,1,66retiredmarriedsecondary,no,2326,0,1,1,18,feb,232,1,181,1,1,1
1215,68,retired,1,2,68retiredmarriedtertiary,no,2812,0,0,1,4,aug,651,1,1,7,1,1
1216,30,blue-collar,2,0,30blue-collardivorcedprimary,no,2597,1,0,1,11,may,49,1,349,3,0,0
1217,38,admin.,1,2,38admin.marriedtertiary,no,1988,0,0,1,27,mar,164,2,130,2,0,1
1218,31,unemployed,0,0,31unemployedsingleprimary,no,163,0,0,1,30,jan,707,2,2,1,2,1
1219,55,admin.,2,1,55admin.divorcedsecondary,no,1872,0,0,1,28,aug,155,2,93,8,0,1
1220,48,blue-collar,1,1,48blue-collarmarriedsecondary,no,1143,1,0,1,17,apr,264,1,317,1,0,0
1221,30,admin.,0,1,30admin.singlesecondary,no,523,0,1,1,12,jun,136,3,101,1,1,0
1222,47,self-employed,1,2,47self-employedmarriedtertiary,no,2303,1,0,1,6,may,323,2,364,1,0,0
1223,21,student,0,1,21studentsinglesecondary,no,2488,0,0,0,12,jan,661,2,92,1,1,1
1224,34,services,1,1,34servicesmarriedsecondary,no,790,1,0,1,20,apr,579,2,350,1,0,0
1225,32,unemployed,0,2,32unemployedsingletertiary,no,685,1,0,1,29,oct,262,1,204,1,2,0
1226,40,management,1,2,40managementmarriedtertiary,no,198,1,0,1,18,may,214,5,364,8,0,0
1227,38,blue-collar,1,0,38blue-collarmarriedprimary,no,190,1,0,0,19,nov,623,1,175,1,2,1
1228,48,technician,1,1,48technicianmarriedsecondary,no,1981,1,0,1,16,jun,404,3,92,5,0,0
1229,38,technician,1,1,38technicianmarriedsecondary,no,1931,0,0,1,2,jun,167,1,298,10,2,0
1230,43,management,1,2,43managementmarriedtertiary,no,3186,0,0,1,16,nov,380,1,88,1,0,1
1231,31,technician,0,1,31techniciansinglesecondary,no,138,0,0,1,26,may,91,1,285,2,2,1
1232,32,technician,1,1,32technicianmarriedsecondary,no,286,0,0,1,20,apr,60,1,343,4,0,0
1233,37,admin.,1,1,37admin.marriedsecondary,no,1314,1,0,1,8,may,682,2,85,7,1,0
1234,58,management,1,2,58managementmarriedtertiary,no,473,0,0,1,18,feb,1109,1,262,1,1,1
1235,42,management,1,2,42managementmarriedtertiary,no,144,0,0,1,7,dec,143,1,283,3,0,0
1236,33,management,1,2,33managementmarriedtertiary,no,621,0,0,1,19,nov,1435,3,99,5,0,0
1237,27,blue-collar,1,1,27blue-collarmarriedsecondary,no,30,0,1,1,18,may,110,1,334,4,2,0
1238,36,technician,0,1,36techniciansinglesecondary,no,376,0,0,1,13,nov,193,1,92,1,1,1
1239,72,retired,0,2,72retiredsingletertiary,no,1285,0,0,0,1,feb,280,2,91,7,0,0
1240,47,blue-collar,1,1,47blue-collarmarriedsecondary,no,1568,1,0,1,21,may,226,3,91,8,1,1
1241,36,management,0,2,36managementsingletertiary,no,688,0,0,1,25,feb,293,3,268,2,0,0
1242,53,housemaid,1,0,53housemaidmarriedprimary,no,2581,0,0,1,21,oct,828,1,189,1,0,1
1243,48,blue-collar,1,1,48blue-collarmarriedsecondary,no,1230,1,0,1,12,nov,169,1,196,2,1,1
1244,36,technician,1,1,36technicianmarriedsecondary,no,569,1,0,1,9,apr,265,1,323,5,0,0
1245,36,technician,1,2,36technicianmarriedtertiary,no,911,1,1,1,25,may,117,2,21,3,0,1
1246,30,management,0,2,30managementsingletertiary,no,264,1,0,1,18,may,36,2,370,2,2,0
1247,37,technician,0,2,37techniciansingletertiary,no,197,0,0,1,15,feb,531,1,91,2,1,1
1248,26,management,0,2,26managementsingletertiary,no,222,0,0,1,26,oct,318,1,120,3,1,1
1249,31,services,0,0,31servicessingleprimary,no,181,1,0,1,20,apr,93,3,340,2,2,0
1250,34,technician,0,1,34techniciansinglesecondary,no,105,1,0,1,7,may,146,2,171,3,0,0
1251,37,admin.,1,1,37admin.marriedsecondary,no,1335,1,0,0,3,apr,309,4,262,4,2,0
1252,37,management,1,2,37managementmarriedtertiary,no,6771,0,0,1,7,sep,337,1,186,1,1,1
1253,70,technician,1,1,70technicianmarriedsecondary,no,3020,0,0,0,2,nov,358,2,186,1,0,0
1254,33,management,1,2,33managementmarriedtertiary,no,113,1,0,1,8,may,145,2,172,13,2,0
1255,58,admin.,1,1,58admin.marriedsecondary,no,169,0,0,1,15,feb,216,1,91,4,1,1
1256,40,blue-collar,1,0,40blue-collarmarriedprimary,no,104,1,0,1,13,may,277,2,343,2,0,0
1257,77,retired,1,0,77retiredmarriedprimary,no,680,0,0,0,24,feb,513,2,89,7,0,0
1258,32,management,1,1,32managementmarriedsecondary,no,625,1,0,1,2,jun,352,1,56,2,0,0
1259,34,management,1,2,34managementmarriedtertiary,no,91,0,0,1,17,apr,144,1,281,1,0,0
1260,36,management,0,2,36managementsingletertiary,no,4,1,0,1,7,may,855,2,342,1,0,1
1261,27,admin.,0,1,27admin.singlesecondary,no,3529,0,1,1,5,mar,162,1,179,2,0,0
1262,54,retired,1,1,54retiredmarriedsecondary,no,2626,0,0,1,19,nov,221,2,190,2,0,0
1263,37,management,1,2,37managementmarriedtertiary,no,900,1,0,1,25,may,116,1,18,3,0,0
1264,30,blue-collar,0,0,30blue-collarsingleprimary,no,105,1,0,1,5,feb,131,1,265,1,0,0
1266,60,admin.,1,1,60admin.marriedsecondary,no,3735,0,0,1,22,mar,248,1,90,10,1,1
1267,31,services,0,1,31servicessinglesecondary,no,342,1,0,1,15,may,117,5,366,7,2,0
1268,28,student,0,2,28studentsingletertiary,no,3054,0,0,1,30,apr,384,1,80,6,2,1
1269,41,technician,2,1,41techniciandivorcedsecondary,no,348,1,0,1,7,may,225,2,275,2,0,0
1270,31,blue-collar,1,0,31blue-collarmarriedprimary,no,1601,0,0,1,7,apr,615,1,137,3,0,0
1271,58,technician,1,1,58technicianmarriedsecondary,no,629,1,0,1,3,feb,193,3,265,2,0,0
1272,28,services,0,1,28servicessinglesecondary,no,123,1,0,1,6,may,115,1,359,3,0,0
1273,38,management,1,2,38managementmarriedtertiary,no,4293,1,0,1,6,may,92,2,250,2,0,0
1274,62,retired,1,1,62retiredmarriedsecondary,no,2917,0,0,1,11,oct,123,2,182,2,0,0
1275,54,blue-collar,1,0,54blue-collarmarriedprimary,no,258,0,0,0,25,may,86,1,88,1,0,0
1276,31,management,0,2,31managementsingletertiary,no,1539,1,0,1,30,jun,107,2,756,2,2,0
1277,31,admin.,0,2,31admin.singletertiary,no,253,1,0,1,13,may,82,5,355,4,0,0
1278,54,blue-collar,1,0,54blue-collarmarriedprimary,no,551,1,0,1,17,apr,251,1,263,2,0,0
1279,32,blue-collar,0,1,32blue-collarsinglesecondary,no,567,1,0,1,7,may,275,2,342,4,2,0
1280,34,technician,0,1,34techniciansinglesecondary,no,664,1,1,1,11,may,88,2,343,2,2,0
1281,72,admin.,1,0,72admin.marriedprimary,no,2321,0,0,1,14,sep,221,2,64,12,0,1
1282,41,technician,0,0,41techniciansingleprimary,no,340,1,0,1,13,may,262,1,349,1,0,0
1283,26,technician,0,1,26techniciansinglesecondary,no,4859,0,0,1,19,oct,90,2,92,3,2,0
1284,35,technician,0,1,35techniciansinglesecondary,no,1227,0,0,1,18,mar,593,4,90,6,2,1
1285,33,management,1,2,33managementmarriedtertiary,no,2441,1,1,1,16,apr,257,2,148,1,0,0
1286,41,blue-collar,1,0,41blue-collarmarriedprimary,no,164,1,0,1,12,may,150,4,330,11,2,0
1287,35,management,1,2,35managementmarriedtertiary,no,2461,0,0,1,15,jun,205,2,81,4,2,0
1288,72,retired,1,1,72retiredmarriedsecondary,no,5715,0,0,1,17,may,1114,1,181,2,1,1
1289,57,blue-collar,1,0,57blue-collarmarriedprimary,no,3109,0,0,1,15,sep,107,2,105,2,1,1
1290,33,technician,2,1,33techniciandivorcedsecondary,no,557,1,0,1,20,nov,89,1,91,1,0,0
1291,57,technician,2,1,57techniciandivorcedsecondary,no,99,1,0,1,11,may,133,2,370,2,0,0
1292,37,services,1,1,37servicesmarriedsecondary,no,1543,1,0,1,22,may,298,1,10,6,0,1
1293,35,admin.,1,1,35admin.marriedsecondary,no,1286,1,0,1,5,may,862,3,337,1,2,1
1294,48,blue-collar,1,1,48blue-collarmarriedsecondary,no,292,0,0,1,30,apr,271,1,79,1,1,1
1295,37,management,1,2,37managementmarriedtertiary,no,860,1,0,1,17,apr,818,2,332,15,0,0
1296,55,management,1,2,55managementmarriedtertiary,no,719,1,0,0,11,may,221,6,284,29,2,0
1297,54,entrepreneur,1,2,54entrepreneurmarriedtertiary,no,1129,0,1,1,28,jan,242,1,184,8,0,0
1298,27,student,0,1,27studentsinglesecondary,no,1164,0,0,1,21,oct,256,2,104,2,0,0
1299,50,entrepreneur,2,2,50entrepreneurdivorcedtertiary,no,315,0,0,1,8,jan,249,1,119,1,0,0
1300,31,admin.,0,1,31admin.singlesecondary,no,410,0,0,1,25,oct,182,1,185,1,1,1
1301,33,management,0,2,33managementsingletertiary,no,5437,0,0,1,10,aug,131,1,98,2,1,0
1302,42,technician,1,1,42technicianmarriedsecondary,no,994,1,0,1,11,aug,149,1,78,5,0,1
1303,35,technician,2,2,35techniciandivorcedtertiary,no,1242,1,0,1,29,jan,141,1,245,3,0,0
1304,31,unemployed,2,2,31unemployeddivorcedtertiary,no,256,1,0,1,2,feb,264,1,201,2,1,0
1305,55,blue-collar,1,1,55blue-collarmarriedsecondary,no,2059,1,0,1,11,may,149,1,259,4,0,0
1306,35,self-employed,1,2,35self-employedmarriedtertiary,no,980,0,0,1,2,aug,428,2,336,6,0,0
1307,60,management,1,2,60managementmarriedtertiary,no,315,0,0,1,1,sep,840,1,183,3,1,1
1308,34,technician,0,1,34techniciansinglesecondary,no,1161,1,0,1,20,apr,17,5,334,1,0,0
1309,55,technician,0,1,55techniciansinglesecondary,no,1199,0,1,0,11,aug,91,1,99,10,0,0
1310,37,technician,1,2,37technicianmarriedtertiary,no,127,1,0,1,25,aug,192,1,193,1,1,1
1311,39,blue-collar,1,1,39blue-collarmarriedsecondary,no,648,1,0,1,29,jan,85,2,240,1,0,0
1312,39,management,1,2,39managementmarriedtertiary,no,1802,0,0,1,20,oct,92,1,336,1,0,0
1313,26,blue-collar,0,0,26blue-collarsingleprimary,no,17,1,0,1,15,may,86,2,367,2,0,0
1314,42,entrepreneur,1,0,42entrepreneurmarriedprimary,no,759,1,0,0,13,may,80,1,343,10,0,0
1315,33,services,1,1,33servicesmarriedsecondary,no,4789,1,1,1,11,may,220,1,339,4,0,0
1316,55,housemaid,1,1,55housemaidmarriedsecondary,no,962,1,0,1,28,apr,623,1,181,3,1,1
1317,29,management,1,2,29managementmarriedtertiary,no,1366,1,0,1,29,jan,90,2,245,3,0,0
1318,34,management,1,2,34managementmarriedtertiary,no,1782,1,0,1,20,apr,17,6,25,7,2,0
1319,79,retired,2,0,79retireddivorcedprimary,no,2787,0,0,0,13,jul,617,1,377,1,1,1
1320,35,services,2,1,35servicesdivorcedsecondary,no,221,1,0,1,14,may,150,1,360,1,0,0
1321,32,blue-collar,1,1,32blue-collarmarriedsecondary,no,2,1,0,1,15,may,16,9,309,1,0,0
1322,58,retired,1,1,58retiredmarriedsecondary,no,374,1,1,1,28,jan,223,1,196,1,0,0
1323,40,blue-collar,1,1,40blue-collarmarriedsecondary,no,668,1,0,1,17,apr,156,2,318,1,2,0
1324,26,technician,0,1,26techniciansinglesecondary,no,455,0,0,1,29,jan,240,1,182,8,2,0
1325,30,management,1,2,30managementmarriedtertiary,no,6432,1,0,1,5,may,334,6,165,5,0,0
1327,39,blue-collar,0,2,39blue-collarsingletertiary,no,172,1,0,1,9,feb,125,2,183,2,0,1
1328,38,admin.,0,1,38admin.singlesecondary,no,245,1,1,1,17,apr,71,2,345,2,1,0
1329,23,student,0,1,23studentsinglesecondary,no,431,0,0,1,15,feb,201,3,186,2,1,1
1330,31,admin.,1,1,31admin.marriedsecondary,no,122,1,0,1,15,may,49,1,364,1,0,0
1331,38,management,1,2,38managementmarriedtertiary,no,613,0,0,1,30,apr,242,1,86,1,1,1
1332,49,blue-collar,0,1,49blue-collarsinglesecondary,no,725,1,0,1,13,may,29,6,348,4,2,0
1333,26,blue-collar,1,1,26blue-collarmarriedsecondary,no,647,1,0,1,17,apr,357,2,331,1,2,0
1334,57,services,0,1,57servicessinglesecondary,no,2236,1,0,0,20,nov,51,8,190,2,0,0
1335,33,management,0,2,33managementsingletertiary,no,816,1,0,1,11,oct,383,2,503,2,0,1
1336,26,services,0,2,26servicessingletertiary,no,12,0,0,1,14,jun,563,1,181,10,0,1
1337,37,technician,1,2,37technicianmarriedtertiary,no,549,0,0,1,4,jun,217,2,94,1,1,0
1338,31,management,1,2,31managementmarriedtertiary,no,140,0,0,1,6,feb,9,8,212,4,2,0
1339,37,technician,1,1,37technicianmarriedsecondary,no,1116,1,0,1,3,feb,18,6,201,7,2,0
1340,84,retired,2,0,84retireddivorcedprimary,no,1680,0,0,0,6,sep,113,5,97,3,2,0
1341,31,admin.,2,1,31admin.divorcedsecondary,no,360,0,0,1,15,may,332,1,297,2,2,0
1342,39,management,2,2,39managementdivorcedtertiary,no,224,0,0,1,2,jul,194,2,88,1,1,1
1343,47,housemaid,1,0,47housemaidmarriedprimary,no,201,1,0,1,7,aug,58,2,382,1,0,0
1344,70,retired,1,0,70retiredmarriedprimary,no,324,0,0,1,11,aug,632,1,308,6,2,1
1345,32,blue-collar,1,1,32blue-collarmarriedsecondary,no,944,0,0,1,13,may,231,2,362,1,2,0
1346,42,blue-collar,1,1,42blue-collarmarriedsecondary,no,413,1,0,1,11,feb,456,2,184,2,1,1
1347,54,blue-collar,0,1,54blue-collarsinglesecondary,no,105,1,0,1,17,apr,226,1,326,3,0,0
1349,41,blue-collar,0,1,41blue-collarsinglesecondary,no,1880,0,1,1,14,may,35,1,356,10,2,0
1350,36,management,0,2,36managementsingletertiary,no,436,0,0,1,13,apr,567,1,595,2,0,1
1351,34,technician,1,1,34technicianmarriedsecondary,no,390,1,0,1,27,mar,95,2,231,2,0,1
1352,31,admin.,0,1,31admin.singlesecondary,no,223,1,0,1,17,apr,508,1,315,11,1,0
1353,38,admin.,1,1,38admin.marriedsecondary,no,1559,0,0,1,3,mar,136,2,280,1,0,1
1354,36,admin.,1,2,36admin.marriedtertiary,no,1145,1,0,1,29,mar,198,2,181,3,0,0
1355,59,management,1,2,59managementmarriedtertiary,no,7049,0,0,1,21,nov,530,1,163,2,0,1
1356,46,technician,0,1,46techniciansinglesecondary,no,4367,1,0,1,3,jun,65,1,96,1,0,0
1357,39,management,0,2,39managementsingletertiary,no,2651,0,0,1,6,apr,139,2,136,5,2,0
1358,49,admin.,1,1,49admin.marriedsecondary,no,197,1,0,1,13,oct,404,1,68,1,2,0
1359,77,retired,1,0,77retiredmarriedprimary,no,2590,0,0,0,13,nov,212,3,277,12,0,1
1360,32,technician,0,2,32techniciansingletertiary,no,2340,0,0,1,26,may,94,1,97,2,1,0
1361,37,blue-collar,1,1,37blue-collarmarriedsecondary,no,222,1,0,1,15,may,7,6,357,1,0,0
1362,26,unemployed,1,1,26unemployedmarriedsecondary,no,285,1,0,1,6,may,265,2,342,2,0,0
1363,30,management,0,2,30managementsingletertiary,no,5359,0,0,1,26,feb,427,1,191,3,1,1
1364,36,management,1,2,36managementmarriedtertiary,no,82,0,0,1,2,feb,124,1,178,4,1,0
1365,44,technician,1,2,44technicianmarriedtertiary,no,1818,1,1,1,3,nov,88,2,83,2,0,0
1366,32,management,0,2,32managementsingletertiary,no,499,1,0,1,14,may,182,1,339,2,0,0
1367,48,blue-collar,1,0,48blue-collarmarriedprimary,no,683,1,0,1,9,feb,144,5,209,12,0,0
1368,59,management,1,2,59managementmarriedtertiary,no,4152,1,0,1,1,oct,67,6,141,13,0,0
1369,40,management,1,1,40managementmarriedsecondary,no,408,1,0,1,8,may,80,1,322,4,0,0
